job_item_name,job_item_comapny,job_item_area,job_item_experience,job_item_degree,job_item_salary,job_item_description
駐點工程師(松山區),方恩科技有限公司,台北市松山區,2年以上,高中,待遇面議,1.電腦資訊設備維護 升級 2.使用者端問題排除 軟體安裝 3.3C設備設定安裝 4.月報填寫 5.具英文讀寫能力 6.主管交辦事項 7.出勤佳
【台北市/信義區】財團法人-資訊行政助理(即日起-111/06/30),東慧國際諮詢顧問股份有限公司,台北市大安區,經歷不拘,專科,待遇面議,工作內容︰ 1.協助報表資料處理及整合 2.依專案/需求進行資料抓取或報表整理 3.其他主管交辦事項 工作需求： 1.具備Word、Excel操作能力 (function、樞紐分析) 2.Ms SQL或統計相關軟體 SAS優先考慮 3.有良好的邏輯思考能力、溝通能力、有責任感、細心 4.喜歡觀察、研究或資料探勘 工作薪資： 170/時 視情況調整 工作區間： 即日起-111/06/30 工作時間： 0900-1800(午休1H) 周休二日/見紅休 工作地址： 台北市大安區信義路三段41-2號(捷運大安森林公園站)
系統工程師(具人工智慧演算法開發經驗者佳),貫閎科技股份有限公司,台中市南屯區,3年以上,博士,待遇面議,a.熟悉C、C++、VC b. 具機電系統整合經驗與能力 c. 具人工智慧演算法開發經驗者佳 d. 各類型演算法的研究、分析、設計開發 e. 熟悉DSP、ARM、8051架構
[FTTCL]Server BIOS R&D Engineer,台灣富士通科技股份有限公司,台北市內湖區,5年以上,大學,待遇面議,"Job Description As a BIOS developer, you’ll design and implement BIOS for server products and provide necessary inputs to validation engineers for design quality assurance. Harnessing new design technologies and methodologies in innovative feature development and applying skills of software development to continuously improve WW cross engineering team. Provide exceptional support to external / internal customers and team members through technical project cooperation and coordination. Key Responsibilities  Work with Fujitsu Japan BIOS engineering team for project transition.  Work with system PM to get well understanding of BIOS requirements, and identify the major BIOS features for next generation platforms.  Partner closely with IBV for BIOS code base update and resolve critical issues and with internal stakeholders to develop BIOS for the latest roadmap initiatives.  Lead the BIOS development update for design and sustaining projects, includes document writing.  Support system BIOS validation and lead system BIOS debug and root cause analysis.  Control and maintain BIOS versions and source code across projects and customer bases."
板信商業銀行-資訊部( 資訊安全經辦 ),板信商業銀行股份有限公司,新北市板橋區,3年以上,大學,待遇面議,1.資訊安全制度與教育訓練。 2.資安相關系統設備規劃、管理及維護。 3.應用程式安全管理。 4.資安事件處理與追踨。
Microservices Engineer,乒乓話網股份有限公司,台北市信義區,1年以上,大學,待遇面議,"1.對系統架構, 程式邏輯有概念, 熟演算法、熟作業系統。 2.熟悉Kubernetes、Docker、Node.JS 尤佳。 3.對寫程式有熱誠, 喜歡解決問題, 鑽研技術, 抗壓性高 4.至少熟悉任何一種資料庫語言。 5.重視軟體工程、熱情、學習力強、願意分享並喜歡自我挑戰。 6.開發微服務。"
【技術部】PHP工程師,聯合線上股份有限公司,新北市汐止區,1年以上,學歷不拘,待遇面議,1. 精通 PHP、MySQL，熟悉 HTML、CSS、JS。 2. 專責現有廣告訂版系統的維護與優化開發。 3. 具大型系統邏輯分析與業務理解溝通能力。 該職務，會依實際求職者之相關工作經歷議定薪資。
JAVA 軟體工程師,中國信託產物保險股份有限公司,台北市中正區,3年以上,大學,待遇面議,1.產險核心及週邊系統開發、測試及維護。 2.依據分析文件完成軟體程式開發。 3.進行軟體之測試與修改。 4.協助新技術的引進及系統優化。 5.梳理業務需求並予以文件規格化。
SD1-【學期間實習】智慧影音分析 AI 演算法助理工程師 [Hsinchu],多方科技股份有限公司,新竹市,經歷不拘,大學,待遇面議,網路攝影機及相關產品的演算法設計、開發和驗證： 1、驗證 Intelligent Audio-Video Analysis / AI 相關演算法 2、改進 Intelligent Audio-Video Analysis / AI 相關演算法 3、實做 Intelligent Audio-Video Analysis / AI 相關程式庫 4、系統效能分析和最佳化 必須條件 (Minimum Qualifications)： 1、電機、資訊相關科系，學士、碩士或博士就學中 2、有 Neural Network 相關的程式或專案開發經驗 3、有多媒體相關的程式或專案開發經驗 4、具有獨立思考的能力，並習慣與團隊合作解決問題 5、高度的學習動機、願意投入精力分析和解決問題 優秀條件 (Preferred Qualifications)： 1、熟悉 C 語言 2、熟悉 Python 語言 3、熟悉 Computer Vision 4、有版本控制系統 (Git or GitHub) 進行開發的經驗 備註 (Others)：本職缺為學期間實習，實際每週工作時數可以商談，但希望能達到每週 16 小時以上
php(laravel)程式設計師(遠端工作)(高雄),百師商務有限公司,高雄市前金區,經歷不拘,學歷不拘,待遇面議,可在家遠端工作 1. 使用PHP(Laravel)+MySQL 2. 協助PHP網站程式維護 3. 開發網站/系統新功能 4. 視訊面試/每天填寫工作紀錄表 5. 最少要有一年的 php 經驗
IoT 物聯網 BLE protocols Engineer,網聯通訊股份有限公司,新竹縣竹北市,1年以上,大學,待遇面議,1. Bluetooth Low Energy firmware and protocols 開發 2. BT5.0 mesh network protocols 開發 3. IOT(物聯網)相關產品開發
FF07-資安業務主管,大同世界科技股份有限公司,台北市中山區,5年以上,大學,待遇面議,▶如果您期望以客戶的營運安全為首要保護目標，協助客戶規劃防禦處置優先序及進行整合建置，提供高效能網路及資訊安全防護解決方案，確保客戶營運效能及安全。 那麼歡迎你加入大世科，一起做為客戶資訊安全的最佳防護員!! **如果你經驗不多，我們也會依照學經歷核薪，並給予培訓喔~ ▶ JD工作說明 1. 銷售網路資安產品及服務 2. 具業務營運企圖心 3. 具網路資安相關經驗至少5年以上 4. 具有網路或資安相關認證 5. 具提案與簡報技巧 6. 負責資安業務規劃、執行及團隊佈建
技術經理_ETL 資料分析主管_102H,金財通商務科技服務股份有限公司,台北市松山區,8年以上,大學,待遇面議,我們的客戶主要為保險業及中大型企業，保險業的部分目前以整合與開發系統以遵循IFRS 17法規需求為主，配合2026年初台灣保險業IFRS 17法規開始生效，需要導入IFRS 17系統，我們需在保險領域系統設計和開發。身為ETL開發主管，你需要帶領ETL開發團隊進行規劃、設計、開發、測試與維護ETL資料轉換工作。 【資格條件】 1.熟悉設計資料倉儲DW / 資料市集DM / 操作性資料儲存ODS的系統架構 2.熟悉 ETL 資料轉換工作批次流程設計 3.具備ETL 工具(e.g. Informatica、Trinity、SSIS…) 開發經驗 4.熟悉保險業核心系統與來源資料系統為佳 【工作內容】 1. 參與DW/DM/ODS專案，設計DW/DM/ODS等資料整合系統架構 2.規劃ETL資料轉換流程、設計工作排程、效能調校。 3.帶領ETL團隊、開發、測試與維護 4.配合公司專案需求至客戶端駐點服務 【其他】 1.主動積極帶領團隊，達成交付任務，成為優良的團隊合作者 2.對於工作具有熱情，且能夠與客戶互動並願意配合專案時程投入者 3.能夠教導資淺同事，協助同事建立相關技能，主動發現問題並尋求最佳解決方案 4.本工作非為人力派遺，須駐點在客戶端作業，無意願者請勿投擲履歷 工作經驗8年以上：面議
資深後端/Devops工程師,GOMAJI_夠麻吉股份有限公司,台北市大安區,3年以上,大學,待遇面議,"工作內容 1. Backend API開發 2. GCP/AWS服務的建置、維運、監控、調校 3. 使用Docker搭建應用程式環境 4. 建置與維護CI/CD系統 5. 協助其他開發成員及PM，完善開發環境，並處理各項需求及事件 Enjoy working within a team, sharing ideas and building the best service. 快來和我們一起天天向上，做吃喝玩樂的麻吉！"
軟體安全分析師 (Code Review),數聯資安股份有限公司,台北市內湖區,1年以上,專科,待遇面議,"有許多的資安問題來自於軟體系統在開發期間，因為架構規劃、安全性考量與預防措施不足，而造成日後營運中的系統存在各式各樣的漏洞，給駭客侵入或造成損害的機會。 因此，資訊安全領域與應用軟體/系統開發領域產生了這樣的交集: SSDLC (Secure Software Development Life Cycle)，在軟體開發的生命週期的各個階段，均須考慮安全性層面的因素，以減少未來釋出的軟體系統有資安風險。 數聯資安為國內資安領域耕耘已久且為領先的服務廠商，除了自行開發資安管理相關軟體平台來搭配服務之外，亦累積匯集研發、資安服務等層面的經驗，目前提供軟體原始碼安全檢測服務(Secure Code Review)及其他相關導入服務來協助客戶提升資訊環境安全。 本項職務尋找對軟體開發流程、軟體開發安全有興趣投入的工作夥伴: 職務工作內容包含: １. 客戶端執行檢測工作 使用原始碼安全檢測工具，針對應用程式以檢視原始程式碼的方式進行檢測 ２. 原始碼弱點分析與簡報 依據檢測所得之弱點資訊進行分析，提供給客戶修補改善系統之建議 ３. 軟體安全開發流程之導入與參與 協助客戶導入及改善軟體安全開發流程 本項工作參考條件: １. 會使用或熟悉程式開發工具(IDE: 如Visual Studio.Net ,Eclipse ,XCode...) ２. 曾有程式、軟體、系統撰寫經驗 ３. 至少對.Net 或Java語法及程式庫有一定熟悉度 ４. 對服務客戶有熱忱，與客戶專案執行中共同學習成長 ５. 有iOS/Android APP撰寫經驗尤佳 ６. 具Secure Code Review工具操作或服務經驗尤佳 ７. 曾參與軟體專案Secure Code Review過程及修補作業尤佳"
Android APP軟體工程師(新竹),華苓科技股份有限公司,新竹市,2年以上,專科,待遇面議,1..負責軟體之分析、設計以及程式撰寫。 2.規劃執行軟體架構及模組之設計，並控管軟體設計進度。 3.進行軟體之測試與修改。 4.規劃、執行與維護量產的產品。 5.協助研發軟體新技術與新工具。
BC_資安工程師,盟創科技股份有限公司(合勤企業集團),新竹市,經歷不拘,大學,待遇面議,1. 產品韌體逆向工程分析 2. 產品弱點掃描與報告彙整
《FW-06》韌體設計工程師,義隆電子股份有限公司,新竹縣寶山鄉,經歷不拘,碩士,待遇面議,1.LTDI 演算法開發 2.LTDI project support 3.TDDI 演算法開發 4.TDDI FW維護
軟體工程師-研發替代役,華苓科技股份有限公司,新竹市,經歷不拘,碩士,待遇面議,1. 開發企業流程(BPM)、物聯網(IoT)、雲端應用(SaaS)、即時通訊(IM)、社群行銷及電子商務等軟體產品 2. 負責軟體研發之分析、設計以及程式撰寫 3. 規劃、執行與維護量產產品
